2024-04-25T21:52:08.666374+0300 | INFO | None:<module>:20 - Started logging successfully
2024-04-25T21:52:08.717749+0300 | DEBUG | MessageHandler:listen_blank_messages:167 - Got 1 blank messages
2024-04-25T21:52:08.717879+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x105783250>
2024-04-25T21:52:23.821508+0300 | INFO | MessageHandler:fill_blank_message:45 - Got gpt response -> {'status': 'ok', 'description': 'ok', 'data': 'Dear Den,\n\nI\'ve received your message "qwer." In order to provide you with specific assistance or information that adequately addresses your needs or questions related to Innova Consulting Group\'s services, it would be greatly beneficial if you could provide more detailed context or specify the area of interest you have in mind.\n\nOur expertise spans across legal solutions, strategic planning, marketing strategies, and more. Whether you\'re facing a particular challenge or seeking advice in one of these areas, more information about your situation or inquiry will enable us to offer you the most relevant support.\n\nI look forward to your response with additional details.\n\nBest regards,\nOleg Shevchenko'}
2024-04-25T21:52:23.873837+0300 | DEBUG | MessageHandler:fill_blank_message:50 - Got updated_message_response -> {'status': 'ok', 'description': 'ok', 'data': "UpdateResult({'n': 1, 'electionId': ObjectId('7fffffff00000000000000bd'), 'opTime': {'ts': Timestamp(1714071143, 31), 't': 189}, 'nModified': 1, 'ok': 1.0, '$clusterTime': {'clusterTime': Timestamp(1714071143, 31), 'signature': {'hash': b'\\x0c\\xd6\\x1d\\xeb1\\xb2\\xdd{\\x03\\x98\\x87\\xd9,\\n\\xb4\\xa7\\x8e\\x9dC\\xa1', 'keyId': 7306544719813672961}}, 'operationTime': Timestamp(1714071143, 31), 'updatedExisting': True}, acknowledged=True)"}
2024-04-26T18:30:58.689891+0300 | INFO | None:<module>:20 - Started logging successfully
2024-04-26T18:31:44.541018+0300 | DEBUG | MessageHandler:listen_blank_messages:197 - Got 1 blank messages
2024-04-26T18:31:44.542047+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x102f7ea90>
2024-04-26T18:31:44.595357+0300 | WARNING | MessageHandler:fill_blank_message:40 - Got wrong gpt response -> {'status': 'ok', 'description': 'ok', 'message': {'id': 'b88b4b7c6efb343c9306f8f1f5da407b_548', 'reply_to_id': None, 'reviewer_id': None, 'reviewed': False, 'dialog_id': 'b88b4b7c6efb343c9306f8f1f5da407b', 'sender_id': 'b88b4b7c6efb343c9306f8f1f5da407b', 'source': 'gmail', 'source_link': None, 'subject': 'Fwd: crystal.tax: запрос по Регистрация и юридическое сопровождение международных компаний в любой точке мира', 'status': 'received', 'date': 1714145501, 'text': 'qwe123---------- Forwarded message ---------От: Denis Minka <minka.denis@gmail.com>Date: пт, 26 апр. 2024\u202fг. в 17:55Subject: Fwd: crystal.tax: запрос по Регистрация и юридическое сопровождение международных компаний в любой точке мираTo: Oleg Shevchenko <manager.innovacg@gmail.com>qwe---------- Forwarded message ---------От: Oleg Shevchenko <manager.innovacg@gmail.com>Date: пт, 26 апр. 2024\u202fг. в 17:47Subject: crystal.tax: запрос по Регистрация и юридическое сопровождение международных компаний в любой точке мира To:  <minka.denis@gmail.com>\n\n'}}
2024-04-26T18:31:49.643615+0300 | DEBUG | MessageHandler:listen_blank_messages:197 - Got 1 blank messages
2024-04-26T18:31:49.643771+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x102f7f790>
2024-04-26T18:31:49.692703+0300 | WARNING | MessageHandler:fill_blank_message:40 - Got wrong gpt response -> {'status': 'ok', 'description': 'ok', 'message': {'id': 'b88b4b7c6efb343c9306f8f1f5da407b_548', 'reply_to_id': None, 'reviewer_id': None, 'reviewed': False, 'dialog_id': 'b88b4b7c6efb343c9306f8f1f5da407b', 'sender_id': 'b88b4b7c6efb343c9306f8f1f5da407b', 'source': 'gmail', 'source_link': None, 'subject': 'Fwd: crystal.tax: запрос по Регистрация и юридическое сопровождение международных компаний в любой точке мира', 'status': 'received', 'date': 1714145501, 'text': 'qwe123---------- Forwarded message ---------От: Denis Minka <minka.denis@gmail.com>Date: пт, 26 апр. 2024\u202fг. в 17:55Subject: Fwd: crystal.tax: запрос по Регистрация и юридическое сопровождение международных компаний в любой точке мираTo: Oleg Shevchenko <manager.innovacg@gmail.com>qwe---------- Forwarded message ---------От: Oleg Shevchenko <manager.innovacg@gmail.com>Date: пт, 26 апр. 2024\u202fг. в 17:47Subject: crystal.tax: запрос по Регистрация и юридическое сопровождение международных компаний в любой точке мира To:  <minka.denis@gmail.com>\n\n'}}
2024-04-26T18:31:54.745441+0300 | DEBUG | MessageHandler:listen_blank_messages:197 - Got 1 blank messages
2024-04-26T18:31:54.746198+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x102dabe50>
2024-04-26T18:31:54.796734+0300 | WARNING | MessageHandler:fill_blank_message:40 - Got wrong gpt response -> {'status': 'ok', 'description': 'ok', 'message': {'id': 'b88b4b7c6efb343c9306f8f1f5da407b_548', 'reply_to_id': None, 'reviewer_id': None, 'reviewed': False, 'dialog_id': 'b88b4b7c6efb343c9306f8f1f5da407b', 'sender_id': 'b88b4b7c6efb343c9306f8f1f5da407b', 'source': 'gmail', 'source_link': None, 'subject': 'Fwd: crystal.tax: запрос по Регистрация и юридическое сопровождение международных компаний в любой точке мира', 'status': 'received', 'date': 1714145501, 'text': 'qwe123---------- Forwarded message ---------От: Denis Minka <minka.denis@gmail.com>Date: пт, 26 апр. 2024\u202fг. в 17:55Subject: Fwd: crystal.tax: запрос по Регистрация и юридическое сопровождение международных компаний в любой точке мираTo: Oleg Shevchenko <manager.innovacg@gmail.com>qwe---------- Forwarded message ---------От: Oleg Shevchenko <manager.innovacg@gmail.com>Date: пт, 26 апр. 2024\u202fг. в 17:47Subject: crystal.tax: запрос по Регистрация и юридическое сопровождение международных компаний в любой точке мира To:  <minka.denis@gmail.com>\n\n'}}
2024-04-26T18:32:48.294411+0300 | INFO | None:<module>:20 - Started logging successfully
2024-04-26T18:32:48.346621+0300 | DEBUG | MessageHandler:listen_blank_messages:192 - Got 1 blank messages
2024-04-26T18:32:48.346740+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x105c46ed0>
2024-04-26T18:32:48.397510+0300 | WARNING | MessageHandler:fill_blank_message:47 - Got wrong gpt response -> {'status': 'err', 'description': "'target_id'", 'data': None}
2024-04-26T18:32:53.449515+0300 | DEBUG | MessageHandler:listen_blank_messages:192 - Got 1 blank messages
2024-04-26T18:32:53.449818+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x105c3ec10>
2024-04-26T18:32:53.501472+0300 | WARNING | MessageHandler:fill_blank_message:47 - Got wrong gpt response -> {'status': 'err', 'description': "'target_id'", 'data': None}
2024-04-26T18:32:58.559359+0300 | DEBUG | MessageHandler:listen_blank_messages:192 - Got 1 blank messages
2024-04-26T18:32:58.560427+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x105c46fd0>
2024-04-26T18:32:58.616065+0300 | WARNING | MessageHandler:fill_blank_message:47 - Got wrong gpt response -> {'status': 'err', 'description': "'target_id'", 'data': None}
2024-04-26T18:33:03.676006+0300 | DEBUG | MessageHandler:listen_blank_messages:192 - Got 1 blank messages
2024-04-26T18:33:03.676393+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x105c47750>
2024-04-26T18:33:03.730904+0300 | WARNING | MessageHandler:fill_blank_message:47 - Got wrong gpt response -> {'status': 'err', 'description': "'target_id'", 'data': None}
2024-04-26T18:33:08.794490+0300 | DEBUG | MessageHandler:listen_blank_messages:192 - Got 1 blank messages
2024-04-26T18:33:08.794781+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x105c58b10>
2024-04-26T18:33:08.843757+0300 | WARNING | MessageHandler:fill_blank_message:47 - Got wrong gpt response -> {'status': 'err', 'description': "'target_id'", 'data': None}
2024-04-26T18:33:13.899298+0300 | DEBUG | MessageHandler:listen_blank_messages:192 - Got 1 blank messages
2024-04-26T18:33:13.899754+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x105c46f10>
2024-04-26T18:33:13.967752+0300 | WARNING | MessageHandler:fill_blank_message:47 - Got wrong gpt response -> {'status': 'err', 'description': "'target_id'", 'data': None}
2024-04-26T18:33:19.024049+0300 | DEBUG | MessageHandler:listen_blank_messages:192 - Got 1 blank messages
2024-04-26T18:33:19.024568+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x105c5be50>
2024-04-26T18:33:19.078967+0300 | WARNING | MessageHandler:fill_blank_message:47 - Got wrong gpt response -> {'status': 'err', 'description': "'target_id'", 'data': None}
2024-04-26T18:33:24.131639+0300 | DEBUG | MessageHandler:listen_blank_messages:192 - Got 1 blank messages
2024-04-26T18:33:24.131767+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x105c5af90>
2024-04-26T18:33:24.184801+0300 | WARNING | MessageHandler:fill_blank_message:47 - Got wrong gpt response -> {'status': 'err', 'description': "'target_id'", 'data': None}
2024-04-26T18:33:29.661634+0300 | INFO | None:<module>:20 - Started logging successfully
2024-04-26T18:33:29.716675+0300 | DEBUG | MessageHandler:listen_blank_messages:192 - Got 1 blank messages
2024-04-26T18:33:29.716806+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x103aaae10>
2024-04-26T18:33:29.766906+0300 | WARNING | MessageHandler:fill_blank_message:47 - Got wrong gpt response -> {'status': 'err', 'description': "'target_id'", 'data': None}
2024-04-26T18:33:34.825087+0300 | DEBUG | MessageHandler:listen_blank_messages:192 - Got 1 blank messages
2024-04-26T18:33:34.826009+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x103aab810>
2024-04-26T18:33:34.883587+0300 | WARNING | MessageHandler:fill_blank_message:47 - Got wrong gpt response -> {'status': 'err', 'description': "'target_id'", 'data': None}
2024-04-26T18:33:39.935503+0300 | DEBUG | MessageHandler:listen_blank_messages:192 - Got 1 blank messages
2024-04-26T18:33:39.935886+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x103aaa910>
2024-04-26T18:33:39.992328+0300 | WARNING | MessageHandler:fill_blank_message:47 - Got wrong gpt response -> {'status': 'err', 'description': "'target_id'", 'data': None}
2024-04-26T18:33:43.906321+0300 | INFO | None:<module>:20 - Started logging successfully
2024-04-26T18:33:43.963292+0300 | DEBUG | MessageHandler:listen_blank_messages:192 - Got 1 blank messages
2024-04-26T18:33:43.963424+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x106a82f90>
2024-04-26T18:33:44.012031+0300 | WARNING | MessageHandler:fill_blank_message:47 - Got wrong gpt response -> {'status': 'err', 'description': "'target_id'", 'data': None}
2024-04-26T18:33:49.074601+0300 | DEBUG | MessageHandler:listen_blank_messages:192 - Got 1 blank messages
2024-04-26T18:33:49.075139+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x106a82e10>
2024-04-26T18:33:49.129545+0300 | WARNING | MessageHandler:fill_blank_message:47 - Got wrong gpt response -> {'status': 'err', 'description': "'target_id'", 'data': None}
2024-04-26T18:33:54.182460+0300 | DEBUG | MessageHandler:listen_blank_messages:192 - Got 1 blank messages
2024-04-26T18:33:54.182702+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x106a82f90>
2024-04-26T18:33:54.233868+0300 | WARNING | MessageHandler:fill_blank_message:47 - Got wrong gpt response -> {'status': 'err', 'description': "'target_id'", 'data': None}
2024-04-26T18:33:59.287567+0300 | DEBUG | MessageHandler:listen_blank_messages:192 - Got 1 blank messages
2024-04-26T18:33:59.287823+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x1063bd610>
2024-04-26T18:33:59.360487+0300 | WARNING | MessageHandler:fill_blank_message:47 - Got wrong gpt response -> {'status': 'err', 'description': "'target_id'", 'data': None}
2024-04-26T18:34:04.718435+0300 | DEBUG | MessageHandler:listen_blank_messages:192 - Got 1 blank messages
2024-04-26T18:34:04.718566+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x106a83d90>
2024-04-26T18:34:13.540729+0300 | DEBUG | MessageHandler:fill_blank_message:54 - Got updated_message_response -> {'status': 'ok', 'description': 'ok', 'data': "UpdateResult({'n': 1, 'electionId': ObjectId('7fffffff00000000000000bd'), 'opTime': {'ts': Timestamp(1714145653, 20), 't': 189}, 'nModified': 1, 'ok': 1.0, '$clusterTime': {'clusterTime': Timestamp(1714145653, 20), 'signature': {'hash': b'\\xee\\xc0\\x95\\xefA8+\\x03/\\xc5\\x9fM\\x02\\x8a\\xb8\\x0c\\xb5\\x16Jr', 'keyId': 7306544719813672961}}, 'operationTime': Timestamp(1714145653, 20), 'updatedExisting': True}, acknowledged=True)"}
2024-04-26T18:34:25.118789+0300 | INFO | MessageHandler:fill_blank_message:70 - Got gpt response -> {'status': 'ok', 'description': 'ok', 'data': "I'm sorry, but I can't continue the conversation without specific information or context regarding your request. If you have a particular question or need assistance, please feel free to ask."}
2024-04-26T18:34:25.172675+0300 | DEBUG | MessageHandler:fill_blank_message:75 - Got updated_message_response -> {'status': 'ok', 'description': 'ok', 'data': "UpdateResult({'n': 1, 'electionId': ObjectId('7fffffff00000000000000bd'), 'opTime': {'ts': Timestamp(1714145665, 6), 't': 189}, 'nModified': 1, 'ok': 1.0, '$clusterTime': {'clusterTime': Timestamp(1714145665, 6), 'signature': {'hash': b'hA\\x1c\\x02;\\xe8q\\xcf\\xd8<\\xb9\\\\|K\\x01U\\x9c\\x1cO9', 'keyId': 7306544719813672961}}, 'operationTime': Timestamp(1714145665, 6), 'updatedExisting': True}, acknowledged=True)"}
2024-04-26T18:42:53.229677+0300 | INFO | None:<module>:20 - Started logging successfully
2024-04-26T18:44:14.148633+0300 | DEBUG | MessageHandler:listen_review_messages:186 - Got 1 review messages
2024-04-26T18:44:14.150949+0300 | INFO | MessageHandler:review_message:82 - Got review_message = <dtypes.message.Message object at 0x105182f10>
2024-04-26T18:44:26.023754+0300 | DEBUG | MessageHandler:review_message:102 - Got cleaned updated_message_response -> {'status': 'ok', 'description': 'ok', 'data': "UpdateResult({'n': 1, 'electionId': ObjectId('7fffffff00000000000000bd'), 'opTime': {'ts': Timestamp(1714146266, 1), 't': 189}, 'nModified': 1, 'ok': 1.0, '$clusterTime': {'clusterTime': Timestamp(1714146266, 1), 'signature': {'hash': b'\\xdb\\xbd\\xc87\\x061u\\xf3.\\xac\\x1e\\x86\\xbb{a\\xab#\\xc2M\\xa1', 'keyId': 7306544719813672961}}, 'operationTime': Timestamp(1714146266, 1), 'updatedExisting': True}, acknowledged=True)"}
2024-04-26T18:44:26.024343+0300 | DEBUG | MessageHandler:review_message:104 - Trying to get reply message -> b88b4b7c6efb343c9306f8f1f5da407b_548_reply
2024-04-26T18:44:26.082096+0300 | DEBUG | MessageHandler:review_message:110 - Got response from getting ask message -> {'status': 'ok', 'description': 'ok', 'message': {'id': 'b88b4b7c6efb343c9306f8f1f5da407b_548_reply', 'reply_to_id': 'b88b4b7c6efb343c9306f8f1f5da407b_548', 'reviewer_id': None, 'reviewed': False, 'dialog_id': 'b88b4b7c6efb343c9306f8f1f5da407b', 'sender_id': 'bot', 'source': 'gmail', 'source_link': None, 'subject': 'Fwd: crystal.tax: запрос по Регистрация и юридическое сопровождение международных компаний в любой точке мира', 'status': 'sent', 'date': 1714145501, 'text': "<p>I'm sorry, but I can't continue the conversation without specific information or context regarding your request. If you have a particular question or need assistance, please feel free to ask.</p>"}}
2024-04-26T18:44:40.794447+0300 | INFO | MessageHandler:review_message:136 - Got gpt response -> {'status': 'ok', 'description': 'ok', 'data': 'We can certainly assist with the creation of a company named qwe123qwe in Australia. \n\nHave a nice day!\n\nKind regards,\nOleg Shevchenko,\nChief Development Officer of the Group of Companies "INNOVA Consulting Group"\nmob.: +38 067-77-77-230 (Telegram, WhatsApp, Viber)\n\n INNOVA Consulting Group (innova.ua) - Approved by 11-years of experience services for business:\nwww.Legal.ua => approved legal solutions for SME\nwww.Keys.ua => audit and accounting services\nwww.Mmix.ua => marketing services, web-sites development\nwww.Crystal.tax => international tax planning'}
2024-04-26T18:44:40.824252+0300 | DEBUG | MessageHandler:review_message:149 - Trying to update target message -> Message(id=b88b4b7c6efb343c9306f8f1f5da407b_548_reply)
2024-04-26T18:44:40.879189+0300 | DEBUG | MessageHandler:review_message:154 - Got updated target message response -> {'status': 'ok', 'description': 'ok', 'data': "UpdateResult({'n': 1, 'electionId': ObjectId('7fffffff00000000000000bd'), 'opTime': {'ts': Timestamp(1714146280, 29), 't': 189}, 'nModified': 1, 'ok': 1.0, '$clusterTime': {'clusterTime': Timestamp(1714146280, 29), 'signature': {'hash': b'\\xb3u\\xa77\\xd5f\\xd4u\\xfb6\\xeb\\x0bg!K\\xf3\\x0e\\x9f\\x12\\x00', 'keyId': 7306544719813672961}}, 'operationTime': Timestamp(1714146280, 29), 'updatedExisting': True}, acknowledged=True)"}
2024-04-26T18:44:40.879257+0300 | DEBUG | MessageHandler:review_message:159 - Trying to update review message -> Message(id=b88b4b7c6efb343c9306f8f1f5da407b_548_review_cbb304c03af63cb0a3beda3518389694)
