2024-04-25T21:51:44.597357+0300 | INFO | None:<module>:20 - Started logging successfully
2024-04-25T21:51:44.995641+0300 | DEBUG | GmailSourceListener:listen:346 - Starting listeners
2024-04-25T21:51:45.399396+0300 | INFO | GmailSourceListener:connect_imap:175 - Connected to imap
2024-04-25T21:51:46.093053+0300 | INFO | GmailSourceListener:connect_smtp:189 - Connected to smtp
2024-04-25T21:51:46.093745+0300 | INFO | GmailSourceListener:connect:84 - Connected to source
2024-04-25T21:51:46.094051+0300 | DEBUG | GmailSourceListener:listen:350 - Started outcoming messages listener
2024-04-25T21:51:46.094323+0300 | DEBUG | GmailSourceListener:listen:353 - Started incoming messages listener
2024-04-25T21:51:46.256868+0300 | DEBUG | GmailSourceListener:_get_incoming_messages:209 - Got data from imap -> [b'533', b'SEARCH completed (Success)']
2024-04-25T21:51:46.257305+0300 | INFO | GmailSourceListener:_get_incoming_messages:217 - Got new message -> 533
2024-04-25T21:51:46.654014+0300 | DEBUG | GmailSourceListener:_get_outcoming_messages:99 - Got messages_response -> {'status': 'ok', 'description': 'ok', 'data': None}
2024-04-25T21:51:46.654969+0300 | DEBUG | GmailSourceListener:get_outcoming_messages:119 - Got 0 outcoming messages
2024-04-25T21:51:46.655056+0300 | DEBUG | GmailSourceListener:get_outcoming_messages:126 - Processed 0 outcoming messages
2024-04-25T21:51:46.879915+0300 | WARNING | GmailSourceListener:handle_message:131 - Email have wrong type cant find link -> {}
2024-04-25T21:51:46.880080+0300 | DEBUG | GmailSourceListener:handle_message:134 - Set link in raw format from email -> {'link': 'minka.denis@gmail.com', 'text': '<div dir="ltr">qwer</div>'}
2024-04-25T21:51:46.880833+0300 | DEBUG | GmailSourceListener:get_incoming_messages:258 - Got 1 incoming messages
2024-04-25T21:51:46.880929+0300 | DEBUG | GmailSourceListener:_save_message:286 - Trying to add user -> {'id': 'b88b4b7c6efb343c9306f8f1f5da407b', 'link': 'minka.denis@gmail.com', 'type': 'client', 'source': 'gmail'}
2024-04-25T21:51:46.925102+0300 | INFO | GmailSourceListener:_save_message:290 - Got response from adding user -> {'status': 'err', 'description': 'Duplicate user', 'data': {'id': 'b88b4b7c6efb343c9306f8f1f5da407b'}}
2024-04-25T21:51:46.925178+0300 | DEBUG | GmailSourceListener:_save_message:298 - Trying to add dialog -> {'id': 'b88b4b7c6efb343c9306f8f1f5da407b', 'participants': ['b88b4b7c6efb343c9306f8f1f5da407b', 'bot'], 'source': 'gmail'}
2024-04-25T21:51:47.011879+0300 | INFO | GmailSourceListener:_save_message:302 - Got response from adding dialog -> {'status': 'err', 'description': 'Duplicate dialog', 'data': {'id': 'b88b4b7c6efb343c9306f8f1f5da407b'}}
2024-04-25T21:51:47.012029+0300 | DEBUG | GmailSourceListener:_save_message:320 - Trying to add message -> {'id': 'b88b4b7c6efb343c9306f8f1f5da407b_533', 'dialog_id': 'b88b4b7c6efb343c9306f8f1f5da407b', 'sender_id': 'b88b4b7c6efb343c9306f8f1f5da407b', 'source': 'gmail', 'subject': 'Re: crystal.tax: запрос по Crystal: Форма слайдера', 'status': 'received', 'date': 1714071107, 'text': '<div dir="ltr">qwer</div>', 'make_blank_reply': True}
2024-04-25T21:51:47.217609+0300 | INFO | GmailSourceListener:_save_message:324 - Got response from adding message -> {'status': 'ok', 'description': 'ok', 'data': {'db': "InsertOneResult(ObjectId('662aa64339a5b89f704d2dd0'), acknowledged=True)", 'id': 'b88b4b7c6efb343c9306f8f1f5da407b_533', 'make_blank_reply': {'status': 'ok', 'description': 'ok', 'data': {'db': "InsertOneResult(ObjectId('662aa64339a5b89f704d2dd1'), acknowledged=True)", 'id': 'b88b4b7c6efb343c9306f8f1f5da407b_533_reply'}}}}
2024-04-25T21:51:47.217845+0300 | DEBUG | GmailSourceListener:get_incoming_messages:269 - Processed 1 incoming messages
2024-04-25T21:51:51.706816+0300 | DEBUG | GmailSourceListener:_get_outcoming_messages:99 - Got messages_response -> {'status': 'ok', 'description': 'ok', 'data': None}
2024-04-25T21:51:51.708053+0300 | DEBUG | GmailSourceListener:get_outcoming_messages:119 - Got 0 outcoming messages
2024-04-25T21:51:51.708200+0300 | DEBUG | GmailSourceListener:get_outcoming_messages:126 - Processed 0 outcoming messages
2024-04-25T21:51:52.358945+0300 | DEBUG | GmailSourceListener:_get_incoming_messages:209 - Got data from imap -> [b'', b'SEARCH completed (Success)']
2024-04-25T21:51:52.359228+0300 | DEBUG | GmailSourceListener:get_incoming_messages:258 - Got 0 incoming messages
2024-04-25T21:51:52.359424+0300 | DEBUG | GmailSourceListener:get_incoming_messages:269 - Processed 0 incoming messages
2024-04-25T21:51:56.759470+0300 | DEBUG | GmailSourceListener:_get_outcoming_messages:99 - Got messages_response -> {'status': 'ok', 'description': 'ok', 'data': None}
2024-04-25T21:51:56.760322+0300 | DEBUG | GmailSourceListener:get_outcoming_messages:119 - Got 0 outcoming messages
2024-04-25T21:51:56.760494+0300 | DEBUG | GmailSourceListener:get_outcoming_messages:126 - Processed 0 outcoming messages
2024-04-25T21:51:57.519565+0300 | DEBUG | GmailSourceListener:_get_incoming_messages:209 - Got data from imap -> [b'', b'SEARCH completed (Success)']
2024-04-25T21:51:57.519956+0300 | DEBUG | GmailSourceListener:get_incoming_messages:258 - Got 0 incoming messages
2024-04-25T21:51:57.520049+0300 | DEBUG | GmailSourceListener:get_incoming_messages:269 - Processed 0 incoming messages
2024-04-25T21:52:01.815453+0300 | DEBUG | GmailSourceListener:_get_outcoming_messages:99 - Got messages_response -> {'status': 'ok', 'description': 'ok', 'data': None}
2024-04-25T21:52:01.815783+0300 | DEBUG | GmailSourceListener:get_outcoming_messages:119 - Got 0 outcoming messages
2024-04-25T21:52:01.815874+0300 | DEBUG | GmailSourceListener:get_outcoming_messages:126 - Processed 0 outcoming messages
2024-04-25T21:52:02.661806+0300 | DEBUG | GmailSourceListener:_get_incoming_messages:209 - Got data from imap -> [b'', b'SEARCH completed (Success)']
